city,title,price,location,area,building_area,bedrooms,bathrooms,garage
surabaya,"Palma Grandia, Citraland Utara, Sby, Dkt Superindo, Skolah Citra Berkat","Rp 1,6 Miliar","Citraland, Surabaya",: 136 m²,: 77 m²,4,3,2
surabaya,"Rumah Baru , Cantik& Siap Huni Di Jl. Modern Tengah Iii, Surabaya",Rp 875 Juta,"Rungkut, Surabaya",: 100 m²,: 70 m²,3,2,
surabaya,Dijual Rumah Taman Puspa Raya Citraland Utama Surabaya Barat,"Rp 3,35 MiliarRp 3.5MHEMAT 150 Jutaan","Citraland, Surabaya",: 144 m²,: 175 m²,4,4,2
surabaya,Rumah New Minimalis Di  Baruk Utara Hanya selangkah ke Raya MEER,"Rp 2,4 Miliar","Kedung Baruk, Surabaya",: 130 m²,: 160 m²,4,3,
surabaya,18 Juta Per Mtr ! Long Golf View Main Road Citraland Utama,Rp 35 Miliar,"Citraland, Surabaya",: 1898 m²,: 400 m²,5,3,2
malang,166 juta saja RUMAH SUBSIDI WAGIR DEKAT SUKUN,Rp 166 Juta,"Wagir, Malang",: 60 m²,: 25 m²,2,1,
malang,Rumah Baru Di Pandanwangi Sulfat Kec. Blimbing Kota Malang,Rp 699 Juta,"Blimbing, Malang",: 75 m²,: 50 m²,2,1,
malang,Rumah 2 Lantai Harga Murah di Bajang Ratu Dekat Kampus ABM,"Rp 1,5 Miliar","Malang Kota, Malang",: 175 m²,: 175 m²,3,3,1
malang,Rumah Baru Area Buah Buahan Langsep Buah-buahan Malang Kota,"Rp 3,65 Miliar","Buah-buahan, Malang",: 170 m²,: 320 m²,3,2,
malang,"Rumah Murah di Daerah Jabung, Malang",Rp 125 Juta,"Jabung, Malang",: 98 m²,: 98 m²,1,1,
malang,Murah Langka Ready Di Citraland Puncak Tidar Harga Bawah Pasar,"Rp 2,8 MiliarRp 2.9MHEMAT 100 Jutaan","Villa Puncak Tidar, Malang",: 135 m²,: 150 m²,2,3,2
malang,Murah Rumah Luas Tengah Kota Malang Strategis Bisa Untuk Gudang,Rp 4 Miliar,"Klojen, Malang",: 626 m²,: 400 m²,5,6,2
malang,Dijual Rumah Tirtasani Malang Semi Furnished,"Rp 1,35 Miliar","Karangploso, Malang",: 180 m²,: 95 m²,3,2,2
malang,"Beli Villa Gartis Kost dan Rumah, Garansi Passive Income","Rp 1,99 Miliar","Tlogomas, Malang",: 75 m²,: 132 m²,3,2,1
malang,Rumah Siap Huni Dekat Kampus Brawijaya Malang - Lokasi Super Strategis,"Rp 1,3 Miliar","Mojolangu, Malang",: 90 m²,: 90 m²,2,1,
malang,Rumah Dkt Kampus Ub Shm Cluster One Gate Nol Jln Di Lowokwaru,Rp 890 Juta,"Lowokwaru, Malang",: 80 m²,: 180 m²,5,3,1
malang,Rumah 2 Lantai Posisi Hook Siap Huni Di Poros Jalan Lokasi Strategis Di Tengah Kota,"Rp 5,3 Miliar","Malang Kota, Malang",: 190 m²,: 215 m²,4,3,1
malang,Murah Rumah Luas Di Graha Kencana Row Jalan Lebar Siap Huni,"Rp 2,5 Miliar","Blimbing, Malang",: 232 m²,: 190 m²,4,3,1
malang,Murah Mewah Di Perumahan Elite Araya Golf Malang Siap Huni,"Rp 2,8 MiliarRp 2.9MHEMAT 100 Jutaan","Araya, Malang",: 240 m²,: 400 m²,5,4,2
malang,Murah Langka Rumah Vintage Tengah Kota Malang Area Klojen Malang,Rp 23 Miliar,"Malang Kota, Malang",: 1153 m²,: 790 m²,5,3,4
malang,Baru Gress Mewah Minimalis Dekat Suhat Univ Brawijaya Full Furnis,"Rp 3,28 Miliar","Lowokwaru, Malang",: 140 m²,: 144 m²,4,3,1
malang,Murah Langka Tengah Kota Dekat Mog Dan Ijen Boulevard Strategis,Rp 13 Miliar,"Malang Kota, Malang",: 515 m²,: 250 m²,5,2,1
malang,Mewah Semi Furnish 2 Lantai Siap Huni Di Niew Indie Araya Malang,"Rp 4,97 Miliar","Araya, Malang",: 240 m²,: 350 m²,4,4,1
malang,Rumah Dekat Pintu Tol Singosari Malang Bagus Shm Siap Huni,Rp 950 Juta,"Arjosari, Malang",: 126 m²,: 130 m²,3,1,1
malang,Rumah Minimalis Megah Di Poros Araya Blimbing Malang,"Rp 7,5 Miliar","Araya, Malang",: 499 m²,: 355 m²,5,5,2
malang,Rumah Terawat Kokoh Tengah Kota Di Kawi Klojen Malang,"Rp 3,7 Miliar","Klojen, Malang",: 314 m²,: 250 m²,4,4,1
malang,Rumah Kos Eksklusif Lokasi Super Premium Dekat Dengan Kampus Umm,"Rp 1,34 Miliar","Tunggulwulung, Malang",: 70 m²,: 130 m²,7,7,2
malang,Rumah Vintage Terawat Di Area Ijen Gunung Gunung Klojen Malang,Rp 42 Miliar,"Klojen, Malang",: 900 m²,: 500 m²,8,4,2
malang,Rumah Siap Huni Dekat Perkantoran Kepanjen Kab Malang,Rp 550 Juta,"Kepanjen, Malang",: 108 m²,: 70 m²,3,1,1
malang,"Beli Kos 10 Kamar di Kota Malang, GRATIS Villa Mewah di Kota Batu","Rp 1,85 Miliar","Merjosari, Malang",: 75 m²,: 150 m²,10,10,1
malang,"Rumah Baru Desain Tropis Modern Area Strategis Malang Kota, Dekat Kampus & Pusat Kota",Rp 900 Juta,"Blimbing, Malang",: 91 m²,: 72 m²,3,2,1
malang,Rumah Siap Huni Dekat Bandara Abd Saleh Akses Jalan Lebar & Lokasi Nyaman,Rp 750 Juta,"Pakis, Malang",: 172 m²,: 200 m²,4,3,1
malang,Rumah Siap Huni Sawojajar Lokasi Strategis & Tenang Ideal untuk Pekerja Muda,"Rp 1,2 Miliar","Sawojajar, Malang",: 135 m²,: 120 m²,3,2,1
malang,JUAL CEPAT Toko Grosir Retail Aktif Sulfat Lengkap Dengan Manajemennya,"Rp 2,85 Miliar","Blimbing, Malang",: 268 m²,: 400 m²,3,5,2
malang,Rumah Full Furnish Selangkah Dari Exit Tol di Riverside Malang,"Rp 2,4 Miliar","Blimbing, Malang",: 266 m²,: 188 m²,2,2,
malang,Rumah 2 Lantai Full Furnish Dekat Cyber Mall di Istana Dieng,"Rp 2,9 Miliar","Dieng, Malang",: 192 m²,: 320 m²,4,5,
malang,Rumah Minimalis Bangunan Baru di Greenland Tidar Malang,Rp 884 JutaRp 933 JutaHEMAT 49 Jutaan,"Tidar, Malang",: 91 m²,: 52 m²,2,1,1
malang,Rumah Hook Klasik Semi Furnish di Bukit Dieng Malang,"Rp 3,9 Miliar","Dieng, Malang",: 390 m²,: 240 m²,4,3,
malang,Rumah Semi Furnish Cantik Kualitas Premium di Villa Puncak Tidar Malang,Rp 2 Miliar,"Villa Puncak Tidar, Malang",: 179 m²,: 135 m²,3,2,
malang,"Rumah cantik siap huni SHM plus kolam renang di pandanwangi, Sulfat, Malang","Rp 1,5 Miliar","Pandanwangi, Malang",: 96 m²,: 170 m²,4,3,1
malang,i087  Rumah Modern Sulfat Malang dekat Fasilitas Umum,"Rp 1,45 Miliar","Sulfat, Malang",: 144 m²,: 130 m²,4,3,1
malang,Rumah Mewah Klasik Full Furnish Araya Malang,"Rp 7,25 Miliar","Araya, Malang",: 540 m²,: 600 m²,6,6,1
malang,Rumah kos exclusive strategis dekat kampus ternama area merjosari,"Rp 2,65 Miliar","Lowokwaru, Malang",: 117 m²,: 225 m²,14,4,1
malang,Rumah Kost Eksklusif 18 kamar area jl candi mendut Soekarno hatta,"Rp 3,6 Miliar","Soekarno Hatta, Malang",: 105 m²,: 314 m²,18,19,1
malang,Jual Di Bawah Harga Pasar Vila Full Furnished jl Abdul Gani Batu,"Rp 2,5 Miliar","Batu, Malang",: 344 m²,: 230 m²,8,8,1
malang,Dijual Murah! Rumah Harga Tanah !! Di Jalan Kepulauan Malang,"Rp 2,3 Miliar","Klojen, Malang",: 225 m²,: 113 m²,3,1,1
malang,TURUN HARGA 1M !!  *Dijual Rumah Mewah di  Riverside Malang*,Rp 9 Miliar,"Blimbing, Malang",: 842 m²,: 450 m²,5,4,2
malang,Turun Harga! Rumah Mewah Perumahan Elite Araya Boulevard Malang,"Rp 7,25 Miliar","Blimbing, Malang",: 540 m²,: 600 m²,7,7,1
malang,"Rumah Bagus Di Jantung Kota Malang Dekat Pangkalan AL, Alun-alun, Pusat Perbelanjaan","Rp 1,75 Miliar","Klojen, Malang",: 177 m²,: 250 m²,3,2,1
malang,Rumah 200m² Tengah Kota Malang Dekat MCP & Kampus UNMER,"Rp 2,9 Miliar","Sukun, Malang",: 200 m²,: 145 m²,3,2,1
malang,Rumah Kos Terawat Kawasan Mahasiswa Malang Dekat UB & Polinema,Rp 2 Miliar,"Lowokwaru, Malang",: 120 m²,: 144 m²,9,9,1
malang,Rumah di Area Kos dan Kuliner Dekat Kampus Brawijaya,Rp 4 Miliar,"Lowokwaru, Malang",: 227 m²,: 175 m²,3,1,2
malang,Rumah Sultan di Araya Dekat Lapangan Golf Jual Cepat,"Rp 2,5 Miliar","Araya, Malang",: 300 m²,: 200 m²,3,2,1
malang,Langka! Rumah Posisi Pojok di Araya Hitung Tanah Jual Cepat,"Rp 1,5 Miliar","Araya, Malang",: 241 m²,: 150 m²,2,1,1
malang,Ixora Valley Araya Dekat Binus Malang,"Rp 3,55 Miliar","Araya, Malang",: 200 m²,: 227 m²,4,4,1
malang,Investasi Strategis! Rumah Baru Full Furnish Dekat UB & Kawasan Kuliner Malang,Rp 995 JutaRp 1.1MHEMAT 105 Jutaan,"Lowokwaru, Malang",: 72 m²,: 88 m²,3,2,1
malang,Rumah Dan Kos Kosan Dekat Universitas Muhammadiyah Malang di Malang Kota,"Rp 2,5 Miliar","Malang Kota, Malang",: 741 m²,: 346 m²,18,17,2
malang,"Kos Eksclusif Di Joyoagung, Lokasi Ramai Mahasiswa!","Rp 1,1 Miliar","Merjosari, Malang",: 75 m²,: 133 m²,10,10,1
malang,RUMAH MEWAH PREMIUM TROPICAL MODERN DI KLOJEN MALANG,Rp 20 Miliar,"Klojen, Malang",: 1108 m²,: 650 m²,6,5,3
malang,Dijual Rumah Kuno Belanda Terawat Daerah Gunung2 Dekat Ijen Murah,Rp 12 Miliar,"Malang Kota, Malang",: 784 m²,: 500 m²,5,3,4
malang,"Rumah Dijual Malang Kota Dekat Dieng, Tidar, Bandulan",Rp 500 Juta,"Malang Kota, Malang",: 72 m²,: 50 m²,2,1,1
malang,"Dijual Rumah Kost, Murah Turun Harga, Dekat Kampus di Malang, Candi Kalasan","Rp 2,25 Miliar","Malang Kota, Malang",: 254 m²,: 282 m²,18,17,4
malang,Dijual Rumah Tirtasani Malang Semi Furnished,"Rp 1,35 Miliar","Karangploso, Malang",: 180 m²,: 95 m²,3,2,2
malang,"Paling Murah Rumah Kolonial Belanda Jalan Tangkuban Perahu Malang,terawat,shm",Rp 12 MiliarRp 13.5MHEMAT 2 Miliaran,"Gunung-gunung, Malang",: 784 m²,: 500 m²,5,3,1
malang,RUMAH VINTAGE TERAWAT DAERAH IJEN BOULEVARD KLOJEN MALANG,Rp 42 Miliar,"Klojen, Malang",: 900 m²,: 500 m²,8,4,2
malang,"Rumah Modern Murah Di Jalan Buah-Buahan, Langsep Klojen Malang","Rp 2,3 Miliar","Klojen, Malang",: 236 m²,: 300 m²,6,2,
malang,Rumah Terawat Siap Huni Di Sawojajar,"Rp 1,2 Miliar","Sawojajar, Malang",: 143 m²,: 110 m²,3,2,1
malang,Rumah Dan Tanah Luas Di Jalan Bunga Kota Malang ✨,"Rp 4,1 Miliar","Malang Kota, Malang",: 400 m²,: 350 m²,4,2,1
malang,DIJUAL RUMAH TINGKAT MURAH FASILITAS LENGKAP DI KOTA MALANG,"Rp 1,1 Miliar","Sawojajar, Malang",: 105 m²,: 210 m²,7,5,
malang,"DIJUAL RUMAH BESAR ,TANAH LUAS DI PERUMAHAN ELIT SPRINGHILL GARDEN MALANG","Rp 3,1 Miliar","Sawojajar, Malang",: 242 m²,: 240 m²,7,4,4
malang,"Rumah Compact Modern, Estetik & Fungsional Untuk Generasi Muda",Rp 699 Juta,"Pandanwangi, Malang",: 75 m²,: 50 m²,2,1,1
malang,Rumah Bagus Minimalis Modern Dekat Umm Kampus 3,Rp 649 Juta,"Tunggulwulung, Malang",: 78 m²,: 40 m²,2,1,1
malang,Butuh Cepat Laku Dijual Rumah Terawat di Graha Mulia Raya Malang,"Rp 1,1 Miliar","Lowokwaru, Malang",: 70 m²,: 120 m²,3,2,1
malang,Rumah Cantik Terawat Di Green Orchid Lowokwaru Malang(ID1241),"Rp 2,35 Miliar","Lowokwaru, Malang",: 120 m²,: 110 m²,4,2,2
malang,"Rumah 2 Lantai Bangunan Baru Free AJB, dekat tol",Rp 945 Juta,"Kedungkandang, Malang",: 104 m²,: 72 m²,3,2,1
malang,Rumah Kost Premium Full Furnished 500 Meter Kampus UMM Malang Garansi Passive Income 2 Tahun!!!,"Rp 1,65 Miliar","Tunggulwulung, Malang",: 84 m²,: 133 m²,10,10,1
malang,V1 Dijual Rumah Siap Huni di Blok Terdepan Greenland Tidar Malang,"Rp 1,3 Miliar","Tidar, Malang",: 120 m²,: 70 m²,3,2,1
malang,Rumah Tinggal Tapak Jalak,Rp 913 Juta,"Lowokwaru, Malang",: 215 m²,: 163 m²,1,1,
malang,Rumah Tinggal The Oz Malang,Rp 850 Juta,"Dau, Malang",: 98 m²,: 52 m²,1,1,
malang,Rumah Tinggal Pandanwangi Malang,Rp 876 Juta,"Blimbing, Malang",: 120 m²,: 86 m²,1,1,
malang,Rumah Tinggal Magnesium,Rp 998 Juta,"Blimbing, Malang",: 94 m²,,,,
malang,Rumah Jalan Dr Cipto Malang Dekat Kampus Unbra,Rp 18 Miliar,"Klojen, Malang",: 1041 m²,: 900 m²,6,5,1
malang,Dijual Rumah Murah Siap Huni Dekat Exit Tol Malang,"Rp 1,5 Miliar","Arjosari, Malang",: 138 m²,: 100 m²,3,2,1
malang,Dijual/Disewakan Rumah Furnish Terawat di Permata Jingga Kota Malang,Rp 2 Miliar,"Soekarno Hatta, Malang",: 98 m²,: 150 m²,2,2,1
malang,Rumah Minimalis Modern Di Tasikmadu Lowokwaru Malang (ID1235),Rp 675 Juta,"Lowokwaru, Malang",: 78 m²,: 140 m²,3,2,1
malang,Rumah Tinggal Tapak Jalak,Rp 913 Juta,"Lowokwaru, Malang",: 215 m²,: 163 m²,1,1,
malang,Rumah Tinggal The Oz Malang,Rp 850 Juta,"Dau, Malang",: 98 m²,: 52 m²,1,1,
malang,Rumah Tinggal Pandanwangi Malang,Rp 876 Juta,"Blimbing, Malang",: 120 m²,: 86 m²,1,1,
malang,Rumah Tinggal Magnesium,Rp 998 Juta,"Blimbing, Malang",: 94 m²,,,,
malang,Rumah Jalan Dr Cipto Malang Dekat Kampus Unbra,Rp 18 Miliar,"Klojen, Malang",: 1041 m²,: 900 m²,6,5,1
malang,Dijual Rumah Murah Siap Huni Dekat Exit Tol Malang,"Rp 2,2 Miliar","Arjosari, Malang",: 138 m²,: 100 m²,3,2,1
malang,Dijual/Disewakan Rumah Furnish Terawat di Permata Jingga Kota Malang,Rp 2 Miliar,"Soekarno Hatta, Malang",: 98 m²,: 150 m²,2,2,1
malang,Rumah Minimalis Modern Di Tasikmadu Lowokwaru Malang (ID1235),Rp 675 Juta,"Lowokwaru, Malang",: 78 m²,: 140 m²,3,2,1
malang,Rumah Kos Minimalis Modern Dekat Ub Shm Full Anak Kost,"Rp 1,25 Miliar","Lowokwaru, Malang",: 80 m²,: 85 m²,5,5,2
malang,Harus Laku! Rumah Mewah Araya Malang Cluster Greenwood Golf Murah,"Rp 2,1 MiliarRp 2.4MHEMAT 251 Jutaan","Araya, Malang",: 162 m²,: 120 m²,4,2,1
malang,Mewah Full Furnish Di Suhat Malang Dekat Univ Brawijaya Strategis,"Rp 3,28 Miliar","Soekarno Hatta, Malang",: 140 m²,: 144 m²,4,3,1
malang,"Rumah Villa Malang Batu 360° View Semeru, Arjuno, Panderman",Rp 299 Juta,"Karangploso, Malang",: 72 m²,: 36 m²,2,1,2
malang,Rumah Baru 2 Lantai Siap Huni Di Jalan Ikan-Ikan Lowokwaru Malang,"Rp 1,2 Miliar","Lowokwaru, Malang",: 87 m²,: 92 m²,3,2,1
malang,Rumah + Rumah Kost Furnished Lokasi Strategis Di Daerah Soekarno Hatta,Rp 7 Miliar,"Lowokwaru, Malang",: 550 m²,: 1000 m²,38,38,2
malang,Murah Rumah Luas Tengah Kota Malang Area Sarangan Siap Pakai,"Rp 2,5 Miliar","Malang Kota, Malang",: 276 m²,: 136 m²,2,1,1
malang,Langka Boulevard Araya Golf Baru Gress 2 Lantai Termurah Di Araya,"Rp 3,35 Miliar","Araya, Malang",: 188 m²,: 260 m²,4,4,2
malang,Rumah Kos Bagus 3lantai Ful Perabot Di Jl. Soekarno Hatta Malang,"Rp 2,5 Miliar","Lowokwaru, Malang",: 103 m²,: 225 m²,19,19,
malang,Rumah Bagus Siap Huni di Sawojajar Malang GMK03314,"Rp 2,25 Miliar","Sawojajar, Malang",: 127 m²,: 240 m²,3,4,1
malang,Rumah Kost Exclusive 3 Lantai area Candi Mendut Suhat Kota Malang,"Rp 4,15 Miliar","Soekarno Hatta, Malang",: 150 m²,: 420 m²,18,19,2
malang,Rumah Mewah 6 Kamar Furnished Di Area Elite Araya,"Rp 7,25 Miliar","Araya, Malang",: 540 m²,: 600 m²,6,6,1
malang,"Hunian Nyaman di Araya, Dekat Mall & Kampus! Harga Hanya 1,45M","Rp 1,45 Miliar","Blimbing, Malang",: 170 m²,: 120 m²,3,2,1
malang,"Hunian Modern Dekat Kota Baru & Kampus Security 24 Jam, Harga di Bawah 500 Juta",Rp 440 Juta,"Karangploso, Malang",: 66 m²,: 38 m²,2,1,1
malang,"Miliki Rumah Modern Generasi Milenial Cemorokandang, Malang",Rp 150 Juta,"Cemorokandang, Malang",: 72 m²,: 36 m²,2,1,1
malang,Rumah Kost Malang Inden Bangun 10 kamar Selangkah UMM Malang,"Rp 1,7 MiliarRp 3MHEMAT 2 Miliaran","Tunggulwulung, Malang",: 84 m²,: 160 m²,10,10,1
malang,Rumah siap huni SHM di Dieng Malang,Rp 3 Miliar,"Dieng, Malang",: 340 m²,: 316 m²,5,4,1
malang,Rumah premium 2 lantai dekat pusat kota area sulfat blimbing,"Rp 1,17 Miliar","Sulfat, Malang",: 88 m²,: 100 m²,4,2,1
malang,Dijual Villa Premium 3 Menit Alun-Alun Kota Batu,Rp 850 Juta,"Batu, Malang",: 66 m²,: 80 m²,3,2,1
malang,"Rumah Borobudur Agung Luas 180 M2, Hitung Tanah,terawat Dekat Masjid, Shm","Rp 1,2 Miliar","Lowokwaru, Malang",: 180 m²,: 120 m²,2,1,1
malang,Rumah Siap Huni Kawasan Nyaman Sulfat Dekat RS Puri Bunda & Pusat Kota,Rp 850 Juta,"Blimbing, Malang",: 151 m²,: 70 m²,3,2,1
malang,Rumah Hitung Tanah di Pusat Kota Malang Lokasi Super Strategis Dekat UB & Soehat,"Rp 1,5 Miliar","Lowokwaru, Malang",: 224 m²,: 200 m²,6,2,1
malang,Rumah Furnished Modern di Perumahan Elit ARAYA Dekat BINUS & RS Persada,Rp 650 Juta,"Araya, Malang",: 60 m²,: 36 m²,2,1,1
malang,Rumah Elit Tidar Suasana Tenang & Nyaman Dekat Ma Chung & Elpico,"Rp 4,5 Miliar","Tidar, Malang",: 300 m²,: 320 m²,3,2,2
malang,Rumah Area Soehat Dekat Kampus & Kuliner Akses Mudah Lokasi Nyaman,Rp 825 JutaRp 900 JutaHEMAT 75 Jutaan,"Lowokwaru, Malang",: 74 m²,: 54 m²,2,2,1
malang,Rumah Klasik Mewah 405m² Full Furnish Di Indragiri Malang,"Rp 6,52 Miliar","Blimbing, Malang",: 405 m²,: 283 m²,4,3,2
malang,"Dijual Super Murah Rumah Luas Borobudur Malang Kota Blimbing Dekat Suhat, Kampus Ub, Hwa Ind, Perkantoran Cocok Untuk Hunian Dan Dibangun Kos. Depan Taman Shm Bisa Kpr","Rp 1,2 Miliar","Soekarno Hatta, Malang",: 180 m²,: 120 m²,2,1,1
malang,HOT PROPERTY ! LUAS 435 & DI BOULEVARD ARAYA!,Rp 3 Miliar,"Araya, Malang",: 435 m²,: 220 m²,4,3,
malang,Rumah Mewah 2 Lantai Hook di Permata Jingga Suhat Malang,Rp 7 Miliar,"Permata Jingga, Malang",: 556 m²,: 400 m²,5,3,3
malang,Dibawah Harga Pasar Dijual Rumah di Riverfront Kedungkandang Malang,Rp 699 Juta,"Kedungkandang, Malang",: 84 m²,: 46 m²,2,1,1
malang,Rumah Murah Siap Huni Di Pondok Blimbing Indah Araya Malang,Rp 950 Juta,"Blimbing, Malang",: 99 m²,: 100 m²,3,2,
malang,BANTING HARGA 1M ! Dijual Rumah Mewah di Araya Kota Malang,"Rp 7,5 Miliar","Araya, Malang",: 499 m²,: 355 m²,5,5,2
malang,V1 Dijual Rumah Siap Huni di Villa Bukit Sengkaling Malang,Rp 840 JutaRp 885 JutaHEMAT 45 Jutaan,"Sengkaling, Malang",: 128 m²,: 80 m²,2,1,2
malang,"Jual Rumah Bagus Unfurnished Permata Jaganti Dinoyo, Malang",Rp 699 Juta,"Dinoyo, Malang",: 60 m²,: 72 m²,2,2,1
malang,"Jual Sewa Rumah Unfurnished SHM di Pandanwangi Blimbing, Malang Kota",Rp 600 Juta,"Blimbing, Malang",: 73 m²,: 73 m²,2,1,1
malang,"Rumah Daerah Sulfat, Ada Halaman Belakang, Row Jalan Lebar, Hunian Nyaman",Rp 825 Juta,"Sulfat, Malang",: 120 m²,: 90 m²,2,1,1
malang,"Rumah Minimalis, Bangunan Baru, Lokasi Arjosari, Dekat Bina Bangsa School, Lingkungan Aman","Rp 1,29 Miliar","Arjosari, Malang",: 93 m²,: 89 m²,2,2,1
malang,"Rumah 2 Lt, Jual, Minimalis, Dekat Kampus Binus, Lingkungan Aman Nyaman Semi Furnished",Rp 450 Juta,"Araya, Malang",: 13 m²,: 27 m²,2,2,
malang,"Rumah Nyaman, Lokasi Dieng, Bangunan Bagus Terawat, Semi Furnished, Siap Huni",Rp 900 Juta,"Dieng, Malang",: 84 m²,: 60 m²,2,1,1
malang,"Rumah Minimalis, Lokasi Lawang, Free Canopy, Pagar, Bphtb, Bn, Balik Nama, Lingkungan Aman",Rp 390 Juta,"Lawang, Malang",: 60 m²,: 55 m²,2,2,1
malang,"Rumah Minimalis 2 Lantai, Daerah Tidar, Siap Huni, Lingkungan Aman Dan Tenang",Rp 850 Juta,"Tidar, Malang",: 85 m²,: 100 m²,3,3,1
malang,Dijual Rumah Di Kota Malang 10 Menit Dari Univ. Brawijaya Dieng,Rp 500 Juta,"Mulyorejo, Malang",: 72 m²,: 50 m²,2,1,1
malang,Rumah Terbaik Harga Terjangkau Di Malang Kota,Rp 480 Juta,"Malang Kota, Malang",: 75 m²,: 50 m²,2,1,1
malang,Rumah Murah Greenhills Residence Karangploso Murah,Rp 775 Juta,"Karangploso, Malang",: 72 m²,: 70 m²,2,2,1
malang,Rumah villa strategis dekat wisata dan pendidikan Malang dan Batu,Rp 477 Juta,"Dau, Malang",: 72 m²,: 36 m²,2,1,1
malang,Rumah Bagus Dalam Komplek Dekat Pintu Tol Singosari Malang,"Rp 1,3 Miliar","Singosari, Malang",: 120 m²,: 200 m²,3,2,4
